city,max temperature,latitude,longitude,humidity,clouds,wind,country,date
bonthe,86.54,7.53,-12.51,65,96,10.07,SL,1587213869
ratnagiri,87.8,16.98,73.3,65,29,7.23,IN,1587213867
goderich,35.01,43.75,-81.72,86,36,10.92,CA,1587213870
santa catarina de tepehuanes,48.96,25.35,-105.73,25,52,5.01,MX,1587213870
santa cruz de tenerife,60.01,28.47,-16.25,93,75,19.46,ES,1587213870
tiznit,69.1,29.58,-9.5,29,15,8.66,MA,1587213870
najran,96.8,17.49,44.13,19,40,9.17,SA,1587213870
kabalo,80.82,-6.05,26.92,61,97,4.27,CD,1587213871
yining,63.84,29.04,114.56,85,100,2.28,CN,1587213871
takoradi,87.01,4.88,-1.76,69,56,12.35,GH,1587213871
porto santo,66.2,33.07,-16.34,63,20,11.41,PT,1587213871
gola bazar,103.8,26.34,83.36,10,39,13.0,IN,1587213871
sorong,78.85,-0.88,131.25,86,98,1.41,ID,1587213871
pangnirtung,1.94,66.15,-65.71,87,100,1.9,CA,1587213872
ventspils,44.6,57.39,21.56,70,75,14.99,LV,1587213872
novobirilyussy,48.79,56.95,90.67,59,0,5.61,RU,1587213872
bereda,66.0,43.27,-7.54,61,0,18.01,ES,1587213872
brookhaven,64.0,31.58,-90.44,79,66,8.61,US,1587213872
acajutla,72.0,13.59,-89.83,83,90,1.01,SV,1587213872
qaqortoq,30.2,60.72,-46.03,50,40,2.24,GL,1587213873
byron bay,62.6,-28.65,153.62,83,75,0.31,AU,1587213873
carson city,41.0,39.16,-119.77,75,1,5.06,US,1587213873
kang,88.11,-23.68,22.79,18,24,12.8,BW,1587213873
homer,46.4,59.64,-151.55,87,90,4.68,US,1587213873
jishou,57.72,28.32,109.72,81,99,2.06,CN,1587213874
fort saint james,30.0,54.43,-124.25,76,36,1.88,CA,1587213874
waingapu,80.69,-9.66,120.26,80,86,3.71,ID,1587213874
ariano irpino,75.2,41.15,15.08,33,53,6.93,IT,1587213874
yeppoon,77.0,-23.13,150.73,69,52,6.93,AU,1587213874
quatre cocos,80.6,-20.21,57.76,74,75,16.11,MU,1587213874
aojiang,79.0,22.94,116.04,72,84,3.94,CN,1587213875
bukene,77.47,-4.23,32.88,50,94,8.99,TZ,1587213875
bemidji,43.0,47.47,-94.88,48,40,6.93,US,1587213875
kattivakkam,89.6,13.22,80.32,66,20,11.41,IN,1587213875
camar,69.8,47.3,22.62,22,25,10.29,RO,1587213875
tabou,84.72,4.42,-7.35,80,79,8.84,CI,1587213876
calabar,91.02,4.95,8.32,58,98,4.74,NG,1587213876
khomutovka,46.42,51.92,34.56,50,36,15.5,RU,1587213876
jinxiang,79.0,22.86,115.7,72,90,4.27,CN,1587213876
cherskiy,-2.16,68.75,161.3,88,7,7.4,RU,1587213877
xichang,68.43,27.9,102.26,32,34,0.45,CN,1587213877
gazi,69.01,35.33,25.07,68,1,6.93,GR,1587213877
verkhoyansk,-1.75,67.54,133.38,87,99,4.52,RU,1587213877
yumen,62.29,40.28,97.2,15,6,8.3,CN,1587213877
henties bay,59.0,-22.12,14.28,88,37,7.0,NA,1587213877
nhulunbuy,80.6,-12.23,136.77,83,23,5.82,AU,1587213878
baisha,69.42,26.52,110.93,78,98,1.1,CN,1587213878
gazimurskiy zavod,43.27,51.55,118.33,64,100,11.88,RU,1587213878
martinez,55.4,38.02,-122.13,66,90,6.93,US,1587213879
coquimbo,53.6,-29.95,-71.34,100,90,4.7,CL,1587213879
walvis bay,64.4,-22.96,14.51,68,2,11.41,NA,1587213879
miri,82.4,4.41,114.01,100,75,6.93,MY,1587213707
princeton,81.0,25.54,-80.41,100,1,6.33,US,1587213777
ukiah,51.8,39.15,-123.21,76,90,4.7,US,1587213879
kaspiysk,53.6,42.88,47.64,81,100,4.47,RU,1587213880
oro valley,60.01,32.39,-110.97,30,28,1.01,US,1587213880
half moon bay,55.4,37.46,-122.43,66,90,4.7,US,1587213880
nioro,90.72,13.35,-15.75,19,80,11.21,GM,1587213880
svetlaya,41.86,46.54,138.33,67,98,7.83,RU,1587213880
nantucket,41.0,41.28,-70.1,86,90,19.46,US,1587213880
esperance,62.6,-33.87,121.9,93,90,10.29,AU,1587213881
tilichiki,5.22,60.47,166.1,91,0,10.09,RU,1587213881
saint george,51.8,37.1,-113.58,76,1,3.36,US,1587213881
mascota,70.0,20.52,-104.78,93,90,3.36,MX,1587213881
tamandare,83.12,-8.76,-35.1,71,19,1.01,BR,1587213881
glubczyce,64.0,50.2,17.83,34,3,3.8,PL,1587213882
springbok,86.94,-29.66,17.89,10,0,17.13,ZA,1587213882
bandarbeyla,85.86,9.49,50.81,57,80,10.38,SO,1587213882
rovenki,54.72,48.08,39.38,39,60,15.57,UA,1587213655
phichit,100.99,16.25,100.42,66,91,2.24,TH,1587213882
hambantota,85.69,6.12,81.12,73,75,9.64,LK,1587213883
yuancheng,45.34,36.65,107.79,52,97,6.89,CN,1587213883
piranhas,75.49,-16.43,-51.82,70,100,8.55,BR,1587213883
constitucion,61.61,-35.33,-72.42,92,95,6.44,CL,1587213883
margate,54.0,51.38,1.39,80,82,1.99,GB,1587213883
jojoima,91.35,7.88,-10.79,46,86,5.93,SL,1587213883
mahibadhoo,86.52,3.78,72.97,71,88,10.54,MV,1587213798
mitsamiouli,89.6,-11.38,43.28,62,40,6.93,KM,1587213884
sohag,80.6,26.56,31.69,22,85,16.11,EG,1587213884
souillac,80.6,-20.52,57.52,74,75,16.11,MU,1587213884
senador jose porfirio,75.33,-2.59,-51.95,91,98,1.7,BR,1587213884
kushima,62.6,31.46,131.23,62,20,3.36,JP,1587213885
khulna,78.22,22.81,89.57,78,29,5.73,BD,1587213885
tutoia,81.79,-2.76,-42.27,80,79,2.46,BR,1587213885
darhan,42.8,49.49,105.92,46,100,11.21,MN,1587213885
te anau,42.76,-45.42,167.72,78,99,5.26,NZ,1587213885
hammerfest,37.4,70.66,23.68,69,75,11.41,NO,1587213885
emerald,77.0,-23.53,148.17,78,90,11.41,AU,1587213886
fasa,64.4,28.94,53.65,52,90,6.93,IR,1587213886
japaratuba,82.4,-10.59,-36.94,83,75,10.29,BR,1587213886
karymskoye,43.25,51.62,114.35,48,63,5.99,RU,1587213886
semirom,46.2,31.42,51.57,29,94,12.66,IR,1587213887
grants,33.8,35.15,-107.85,59,1,7.52,US,1587213887
kadoshkino,44.98,54.03,44.42,52,74,15.01,RU,1587213887
miroslav,73.0,48.95,16.31,34,35,1.99,CZ,1587213887
panama city,80.01,8.99,-79.52,88,14,3.36,PA,1587213786
kyshtovka,60.82,56.55,76.63,53,69,15.82,RU,1587213888
turayf,77.0,31.67,38.66,33,40,4.7,SA,1587213888
namtsy,15.8,62.72,129.67,61,26,2.24,RU,1587213888
montgomery,48.99,39.15,-77.2,93,90,6.31,US,1587213746
dolores,59.5,-36.31,-57.68,80,0,8.77,AR,1587213888
nishihara,73.4,26.18,127.76,78,1,9.17,JP,1587213889
songea,77.0,-10.68,35.65,69,40,18.34,TZ,1587213889
hirara,74.37,24.8,125.28,87,81,14.43,JP,1587213889
russell,64.99,32.35,-85.2,88,90,4.7,US,1587213889
limbang,80.6,4.75,115.0,88,75,3.36,MY,1587213889
atyrau,62.6,47.12,51.88,51,79,22.37,KZ,1587213890
murray bridge,54.0,-35.12,139.27,97,90,4.0,AU,1587213890
tautira,80.6,-17.73,-149.15,78,20,5.82,PF,1587213890
port-gentil,87.8,-0.72,8.78,74,40,11.41,GA,1587213890
labuhan,81.82,-6.88,112.21,79,100,5.26,ID,1587213891
amapa,75.76,1.0,-52.0,89,100,1.36,BR,1587213891
bambous virieux,80.6,-20.34,57.76,74,75,16.11,MU,1587213891
paamiut,26.51,61.99,-49.67,93,100,11.01,GL,1587213891
svetlogorsk,47.08,52.63,29.73,50,38,12.21,BY,1587213892
montepuez,81.79,-13.13,39.0,59,45,8.41,MZ,1587213892
vetluzhskiy,40.73,58.39,45.47,66,100,6.22,RU,1587213892
nador,64.4,35.17,-2.93,100,90,6.02,MA,1587213892
leningradskiy,-0.53,69.38,178.42,92,93,8.3,RU,1587213892
pyatigorsk,71.6,44.05,43.06,15,19,4.47,RU,1587213892
sahuaripa,58.6,29.05,-109.23,36,0,3.2,MX,1587213893
pangoa,65.37,-12.12,-73.0,72,97,1.77,PE,1587213816
zhigansk,6.76,66.77,123.37,91,0,12.57,RU,1587213893
kangaatsiaq,26.08,68.31,-53.46,91,100,18.86,GL,1587213893
montero,69.8,-17.33,-63.25,52,20,13.87,BO,1587213894
belyy yar,55.4,53.6,91.39,28,0,11.18,RU,1587213894
boende,73.26,-0.22,20.87,88,100,2.86,CD,1587213894
mocorito,61.0,25.48,-107.92,85,41,1.01,MX,1587213894
lagoa,62.28,39.05,-27.98,84,95,13.76,PT,1587213894
ballina,62.6,-28.87,153.57,78,68,3.49,AU,1587213894
huadian,53.15,42.96,126.75,44,48,3.22,CN,1587213895
lubao,84.2,14.92,120.55,70,75,4.7,PH,1587213895
arlit,103.84,18.74,7.39,6,0,5.97,NE,1587213895
pietarsaari,39.2,63.65,22.68,44,90,16.11,FI,1587213895
cholet,69.01,47.17,-1.0,56,90,6.93,FR,1587213895
velasco ibarra,73.08,-1.05,-79.62,95,100,3.76,EC,1587213895
melbu,39.81,68.5,14.83,94,100,8.48,NO,1587213895
alice springs,73.4,-23.7,133.88,35,0,9.17,AU,1587213896
krasnoselkup,40.6,65.7,82.47,87,100,23.87,RU,1587213896
vila franca do campo,62.6,37.72,-25.43,72,20,12.75,PT,1587213896
turukhansk,40.32,65.82,87.98,78,100,12.3,RU,1587213896
