city,max temperature,latitude,longitude,humidity,clouds,wind,country,date
jiwani,80.44,25.05,61.74,67,48,9.6,PK,1587074196
bardiyah,58.84,31.76,25.09,68,1,8.21,LY,1587074196
luwuk,80.55,-0.95,122.79,74,4,1.88,ID,1587074196
maniitsoq,29.82,65.42,-52.9,93,100,28.01,GL,1587074196
haines junction,43.18,60.75,-137.51,67,100,3.96,CA,1587074196
mogadishu,84.16,2.04,45.34,75,65,12.46,SO,1587074057
berlin,55.0,52.52,13.41,58,100,5.82,DE,1587074196
mayor pablo lagerenza,81.75,-19.93,-60.77,24,0,5.91,PY,1587074197
sept-iles,33.01,50.2,-66.38,87,75,16.11,CA,1587074122
hambantota,81.03,6.12,81.12,79,22,5.03,LK,1587074197
flin flon,35.6,54.77,-101.86,34,20,12.75,CA,1587074007
yingcheng,71.6,30.95,113.55,46,100,6.71,CN,1587074197
chicama,71.6,-7.84,-79.15,83,0,11.41,PE,1587074197
eureka,64.0,40.8,-124.16,81,90,5.82,US,1587073952
kishorganj,75.33,24.43,90.77,70,99,0.83,BD,1587074198
verkhnyaya inta,32.36,65.98,60.31,94,100,4.45,RU,1587074198
marawi,67.37,8.0,124.29,71,56,3.76,PH,1587074096
krasnoselkup,30.92,65.7,82.47,99,100,5.06,RU,1587074198
tottori,42.8,35.5,134.23,93,75,8.05,JP,1587074067
xuddur,77.99,4.12,43.89,68,99,15.21,SO,1587074198
tabou,80.73,4.42,-7.35,87,89,5.93,CI,1587074198
mahebourg,77.0,-20.41,57.7,69,40,11.41,MU,1587074198
barra patuca,84.78,15.8,-84.28,67,0,19.15,HN,1587074199
ghatanji,87.8,20.13,78.32,17,54,4.47,IN,1587074199
quiruvilca,46.85,-7.97,-78.2,26,79,4.47,PE,1587074199
klaksvik,37.4,62.23,-6.59,93,89,1.12,FO,1587074199
khandagayty,32.41,50.73,92.05,56,0,2.82,RU,1587074199
ketchikan,51.8,55.34,-131.65,76,20,4.7,US,1587074082
svetlaya,39.76,46.54,138.33,70,0,5.5,RU,1587074199
taksimo,33.28,56.34,114.88,61,8,2.53,RU,1587074200
natal,78.8,-5.79,-35.21,94,40,6.93,BR,1587074200
gizo,80.91,-8.1,156.84,81,100,12.55,SB,1587074200
itanagar,67.12,27.1,93.62,64,43,2.35,IN,1587074200
corner brook,32.0,48.97,-57.95,93,75,19.46,CA,1587073943
shirokiy,41.25,49.76,129.52,57,0,2.66,RU,1587074200
musenita,55.99,47.97,26.0,40,93,14.99,RO,1587074200
madison,68.0,34.73,-86.57,25,1,2.06,US,1587074034
esil,46.67,51.96,66.4,50,85,14.14,KZ,1587074201
brooks,48.0,50.58,-111.89,35,10,5.99,CA,1587074201
bandarban,71.08,22.2,92.23,91,42,3.53,BD,1587074201
constitucion,63.55,-35.33,-72.42,62,62,6.55,CL,1587074201
te anau,49.78,-45.42,167.72,79,98,2.8,NZ,1587074084
glace bay,39.0,46.2,-59.96,51,40,12.75,CA,1587073978
la ronge,37.4,55.1,-105.28,44,75,9.17,CA,1587074202
maldonado,64.4,-34.67,-54.92,93,40,8.05,UY,1587074202
hami,63.16,42.8,93.45,23,95,6.49,CN,1587074202
chaplygin,42.8,53.24,39.96,75,40,13.42,RU,1587074202
bologoye,31.06,57.88,34.11,90,66,8.88,RU,1587074202
wonthaggi,55.99,-38.6,145.59,90,99,7.0,AU,1587074202
bilma,87.33,18.69,12.92,10,100,8.25,NE,1587074203
kachiry,49.1,53.07,76.1,58,13,4.92,KZ,1587074203
jiblah,63.75,13.92,44.15,51,55,1.1,YE,1587074203
asau,57.2,46.43,26.4,41,10,5.82,RO,1587074080
saint-georges,82.4,12.06,-61.75,74,20,13.87,GD,1587074203
zacualtipan,70.29,20.65,-98.6,44,45,8.03,MX,1587074203
zonguldak,40.14,41.25,31.83,64,20,3.33,TR,1587074204
san julian,86.65,21.02,-102.17,7,16,11.9,MX,1587074204
severnyy,48.2,50.68,36.55,49,47,15.66,RU,1587074053
pula,50.0,44.87,13.85,93,100,2.24,HR,1587074202
chinu,90.63,9.11,-75.4,46,24,1.32,CO,1587074204
ereymentau,45.5,51.62,73.1,48,15,7.09,KZ,1587074204
rawson,77.81,-43.3,-65.1,35,84,8.03,AR,1587074138
hamilton,52.0,39.18,-84.53,34,90,12.75,US,1587074125
northam,57.0,51.03,-4.22,87,55,3.36,GB,1587074205
hobyo,84.52,5.35,48.53,75,56,11.99,SO,1587074205
neftcala,51.96,39.37,49.25,68,99,11.97,AZ,1587074205
mwinilunga,63.48,-11.74,24.43,63,62,1.92,ZM,1587074205
sola,78.8,-13.88,167.55,100,90,16.64,VU,1587074205
ekhabi,29.37,53.51,142.97,95,0,3.6,RU,1587073970
kailua,82.4,21.4,-157.74,58,75,12.75,US,1587074206
biak,80.1,-0.91,122.88,77,8,2.19,ID,1587074039
kayerkan,23.0,69.35,87.76,67,95,17.9,RU,1587074206
bereda,55.0,43.27,-7.54,93,100,4.7,ES,1587074206
tambura,77.34,5.6,27.47,48,5,2.3,SS,1587074206
moree,62.6,-29.47,149.85,67,74,9.17,AU,1587074104
pakenham,57.0,-38.07,145.48,66,40,13.87,AU,1587074207
binzhou,55.0,37.37,118.02,55,0,10.29,CN,1587074207
pismo beach,66.2,35.14,-120.64,72,1,9.17,US,1587074207
padang,77.09,-0.95,100.35,80,99,2.95,ID,1587074081
helong,38.14,42.54,129.0,75,100,2.42,CN,1587073970
egvekinot,17.83,66.32,-179.17,93,98,10.92,RU,1587074207
macklin,36.46,52.33,-109.93,61,31,7.23,CA,1587074208
fairbanks,44.01,64.84,-147.72,86,90,12.75,US,1587074208
nouadhibou,66.2,20.93,-17.03,82,77,17.22,MR,1587074208
chama,57.0,47.18,8.46,66,50,4.45,CH,1587074208
bakchar,35.85,57.02,82.07,90,53,3.04,RU,1587074208
brigham city,44.6,41.51,-112.02,45,75,2.35,US,1587074208
miyako,39.49,39.64,141.95,72,1,4.14,JP,1587074209
ishigaki,66.2,24.34,124.16,88,20,3.36,JP,1587073979
bamberg,57.2,49.88,10.89,62,29,3.36,DE,1587074209
borogontsy,0.43,62.67,131.17,82,0,5.75,RU,1587074209
tres arroyos,65.91,-38.37,-60.28,43,31,6.85,AR,1587074209
gazojak,60.73,41.19,61.4,31,0,4.27,TM,1587074209
champerico,93.2,14.3,-91.92,52,75,13.87,GT,1587074055
tilichiki,12.6,60.47,166.1,93,4,8.75,RU,1587074210
pokosnoye,37.09,55.53,101.05,78,98,2.62,RU,1587074210
kholtoson,34.88,50.3,103.31,45,75,1.95,RU,1587074210
bama,82.69,11.52,13.69,12,0,9.17,NG,1587074210
qiyang,68.9,26.59,111.85,84,5,1.95,CN,1587074210
pasighat,69.28,28.07,95.33,75,98,2.19,IN,1587074210
stromness,42.8,58.97,-3.3,93,18,4.18,GB,1587074211
palu,75.88,-0.89,119.87,80,38,3.11,ID,1587074211
zheleznodorozhnyy,39.2,55.75,38.0,86,75,13.42,RU,1587074211
tarakan,78.57,3.3,117.63,84,87,5.21,ID,1587074211
liverpool,54.0,53.41,-2.98,64,63,19.46,GB,1587073922
port-gentil,78.8,-0.72,8.78,100,40,10.29,GA,1587074085
bilibino,9.99,68.05,166.44,86,74,1.5,RU,1587074211
san patricio,78.8,19.22,-104.7,69,5,11.41,MX,1587074056
volksrust,46.62,-27.37,29.88,35,0,1.83,ZA,1587074212
tsabong,65.91,-26.02,22.4,18,2,8.08,BW,1587074212
botwood,35.01,49.15,-55.35,83,75,9.17,CA,1587074212
cam ranh,77.0,11.92,109.16,100,40,3.36,VN,1587074212
olafsvik,40.89,64.89,-23.71,91,100,17.07,IS,1587074212
henderson,79.0,36.04,-114.98,16,1,3.36,US,1587074212
pavlodar,37.4,52.3,76.95,55,6,4.47,KZ,1587074213
mongoumba,81.16,3.64,18.59,51,5,1.23,CF,1587074213
nizwa,78.26,22.93,57.53,35,29,1.21,OM,1587074213
chiredzi,72.32,-21.05,31.67,77,6,6.53,ZW,1587074213
odweyne,77.36,9.41,45.06,48,32,7.54,SO,1587074213
sao filipe,73.11,14.9,-24.5,71,78,14.5,CV,1587074102
dhidhdhoo,85.6,6.88,73.1,65,93,6.44,MV,1587074214
yeppoon,68.0,-23.13,150.73,94,40,1.12,AU,1587074214
akersberga,43.0,59.48,18.3,44,75,10.29,SE,1587074214
xinqing,38.62,48.23,129.5,57,23,1.92,CN,1587074215
sibolga,76.98,1.74,98.78,79,86,3.36,ID,1587074215
aksu,56.66,41.12,80.26,41,99,15.3,CN,1587074215
kampot,79.61,10.62,104.18,84,100,7.02,KH,1587074215
romanovo,44.26,52.62,81.23,70,4,5.28,RU,1587074216
doha,73.0,25.29,51.53,88,0,2.24,QA,1587074216
agropoli,51.01,40.35,15.0,58,90,1.99,IT,1587074216
vaitape,83.84,-16.52,-151.75,69,28,10.25,PF,1587074216
saint anthony,46.99,45.02,-93.22,24,90,13.87,US,1587074043
teguldet,34.59,57.31,88.17,89,99,1.23,RU,1587074216
ginda,57.49,30.69,78.49,18,100,6.58,IN,1587074216
haimen,62.6,23.19,116.61,100,20,2.24,CN,1587074217
berlevag,33.8,70.86,29.09,91,90,16.11,NO,1587074211
guarapari,78.8,-20.67,-40.5,78,40,8.05,BR,1587074217
luba,78.8,3.46,8.55,100,20,3.36,GQ,1587074217
kavaratti,84.15,10.57,72.64,68,89,4.18,IN,1587074215
thinadhoo,84.94,0.53,72.93,69,90,5.19,MV,1587074217
polewali,76.64,-3.43,119.34,78,60,3.18,ID,1587074218
lac du bonnet,35.01,50.25,-96.06,47,67,10.54,CA,1587074218
nizhnyaya omka,45.95,55.43,74.94,74,33,6.8,RU,1587074218
angoche,78.21,-16.23,39.91,82,0,3.89,MZ,1587074218
altamira,78.33,-3.2,-52.21,90,97,2.24,BR,1587074188
tiznit,59.95,29.58,-9.5,51,37,4.34,MA,1587074219
codrington,57.76,-38.27,141.97,74,68,20.27,AU,1587074055
sisimiut,30.74,66.94,-53.67,93,100,17.72,GL,1587074219
sitka,44.6,57.05,-135.33,93,90,4.7,US,1587074138
puerto escondido,86.0,15.85,-97.07,79,5,6.93,MX,1587074203
havre-saint-pierre,30.2,50.23,-63.6,50,75,27.51,CA,1587074220
